buyin,tourn_id,table,hand_id,date,time,table_size,level,playing,seat,name,stack,position,action_pre,action_flop,action_turn,action_river,all_in,cards,board_flop,board_turn,board_river,combination,pot_pre,pot_flop,pot_turn,pot_river,ante,blinds,bet_pre,bet_flop,bet_turn,bet_river,result,balance
$0.92+$0.08,3018857581,1,219023679796,2020-10-03,10:43:06,3,2,2,1,fa538846,634,BB,checks,checks,checks-folds,x,False,5s 2h,Jd 4h 9h,Jc,0,,60,60,90,90,0,30,30,0,0,0,gave up,-30
$0.92+$0.08,3018857581,1,219023679796,2020-10-03,10:43:06,3,2,2,3,b6ffab5c,866,SB,calls,checks,bets-doesn't,x,False,--,Jd 4h 9h,Jc,0,,60,60,90,90,0,15,30,0,30,0,took chips,30
$0.92+$0.08,3018857581,1,219023686143,2020-10-03,10:43:22,3,2,2,1,fa538846,604,SB,calls-folds,x,x,x,False,Jd Tc,0,0,0,,926,926,926,926,0,15,30,0,0,0,gave up,-30
$0.92+$0.08,3018857581,1,219023686143,2020-10-03,10:43:22,3,2,2,3,b6ffab5c,896,BB,raises-doesn't,x,x,x,True,--,0,0,0,,926,926,926,926,0,30,896,0,0,0,took chips,30
$0.92+$0.08,3018857581,1,219023689343,2020-10-03,10:43:30,3,2,2,1,fa538846,574,BB,raises,bets-calls,checks-folds,x,False,Jd Qc,3s 8d 6c,7c,0,,180,540,1196,1196,0,30,90,180,0,0,gave up,-270
$0.92+$0.08,3018857581,1,219023689343,2020-10-03,10:43:30,3,2,2,3,b6ffab5c,926,SB,calls-calls,raises,bets-doesn't,x,True,--,3s 8d 6c,7c,0,,180,540,1196,1196,0,15,90,180,656,0,took chips,270
$0.92+$0.08,3018857581,1,219023699907,2020-10-03,10:43:56,3,2,2,1,fa538846,304,SB,raises-doesn't,x,x,x,False,9d 9s,0,0,0,,120,120,120,120,0,15,90,0,0,0,took chips,30
$0.92+$0.08,3018857581,1,219023699907,2020-10-03,10:43:56,3,2,2,3,b6ffab5c,1196,BB,folds,x,x,x,False,--,0,0,0,,120,120,120,120,0,30,30,0,0,0,gave up,-30
$0.92+$0.08,3018857581,1,219023703243,2020-10-03,10:44:05,3,2,2,1,fa538846,334,BB,folds,x,x,x,False,2c Kh,0,0,0,,90,90,90,90,0,30,30,0,0,0,gave up,-30
$0.92+$0.08,3018857581,1,219023703243,2020-10-03,10:44:05,3,2,2,3,b6ffab5c,1166,SB,raises-doesn't,x,x,x,False,--,0,0,0,,90,90,90,90,0,15,60,0,0,0,took chips,30
$0.92+$0.08,3018857581,1,219023707209,2020-10-03,10:44:15,3,2,2,1,fa538846,304,SB,folds,x,x,x,False,3d 8h,0,0,0,,45,45,45,45,0,15,15,0,0,0,gave up,-15
$0.92+$0.08,3018857581,1,219023707209,2020-10-03,10:44:15,3,2,2,3,b6ffab5c,1196,BB,doesn't,x,x,x,False,--,0,0,0,,45,45,45,45,0,30,30,0,0,0,took chips,15
$0.92+$0.08,3018857581,1,219023708634,2020-10-03,10:44:18,3,2,2,1,fa538846,289,BB,raises,bets-doesn't,x,x,True,9d 8h,Jh 6c Ts,0,0,,180,379,379,379,0,30,90,199,0,0,took chips,90
$0.92+$0.08,3018857581,1,219023708634,2020-10-03,10:44:18,3,2,2,3,b6ffab5c,1211,SB,calls-calls,folds,x,x,False,--,Jh 6c Ts,0,0,,180,379,379,379,0,15,90,0,0,0,gave up,-90
$0.92+$0.08,3018857581,1,219023716900,2020-10-03,10:44:39,3,2,2,1,fa538846,379,SB,calls-folds,x,x,x,False,9d 5d,0,0,0,,1151,1151,1151,1151,0,15,30,0,0,0,gave up,-30
$0.92+$0.08,3018857581,1,219023716900,2020-10-03,10:44:39,3,2,2,3,b6ffab5c,1121,BB,raises-doesn't,x,x,x,True,--,0,0,0,,1151,1151,1151,1151,0,30,1121,0,0,0,took chips,30
$0.92+$0.08,3018857581,1,219023719979,2020-10-03,10:44:47,3,2,2,1,fa538846,349,BB,folds,x,x,x,False,6c Qh,0,0,0,,1181,1181,1181,1181,0,30,30,0,0,0,gave up,-30
$0.92+$0.08,3018857581,1,219023719979,2020-10-03,10:44:47,3,2,2,3,b6ffab5c,1151,SB,raises-doesn't,x,x,x,True,--,0,0,0,,1181,1181,1181,1181,0,15,1151,0,0,0,took chips,30
$0.92+$0.08,3018857581,1,219023724181,2020-10-03,10:44:57,3,2,2,1,fa538846,319,SB,raises,bets,x,shows,True,Th 9d,3s Qd Qc,5c,6d,a pair of Queens,180,638,638,638,0,15,90,229,0,0,lost,-319
$0.92+$0.08,3018857581,1,219023724181,2020-10-03,10:44:57,3,2,2,3,b6ffab5c,1181,BB,calls,checks-calls,x,shows,False,Jh Qs,3s Qd Qc,5c,6d,"three of a kind, Queens",180,638,638,638,0,30,90,229,0,0,won,319
$0.92+$0.08,3018889195,1,219024944952,2020-10-03,11:35:08,3,1,3,1,8e25594b,500,BTN,folds,x,x,x,False,--,6c 3c 3s,Kc,5d,,40,40,40,60,0,0,0,0,0,0,gave up,0
$0.92+$0.08,3018889195,1,219024944952,2020-10-03,11:35:08,3,1,3,2,fa538846,500,SB,calls,checks,checks,bets-doesn't,False,Qc 5h,6c 3c 3s,Kc,5d,,40,40,40,60,0,10,20,0,0,20,took chips,20
$0.92+$0.08,3018889195,1,219024944952,2020-10-03,11:35:08,3,1,3,3,a5418e0b,500,BB,checks,checks,checks,folds,False,--,6c 3c 3s,Kc,5d,,40,40,40,60,0,20,20,0,0,0,gave up,-20
$0.92+$0.08,3018889195,1,219024954811,2020-10-03,11:35:31,3,1,3,1,8e25594b,500,BB,folds,x,x,x,False,--,0,0,0,,70,70,70,70,0,20,20,0,0,0,gave up,-20
$0.92+$0.08,3018889195,1,219024954811,2020-10-03,11:35:31,3,1,3,2,fa538846,520,BTN,folds,x,x,x,False,4h 8s,0,0,0,,70,70,70,70,0,0,0,0,0,0,gave up,0
$0.92+$0.08,3018889195,1,219024954811,2020-10-03,11:35:31,3,1,3,3,a5418e0b,480,SB,raises-doesn't,x,x,x,False,--,0,0,0,,70,70,70,70,0,10,50,0,0,0,took chips,20
$0.92+$0.08,3018889195,1,219024959652,2020-10-03,11:35:42,3,1,3,1,8e25594b,480,SB,raises-doesn't,x,x,x,False,--,0,0,0,,80,80,80,80,0,10,60,0,0,0,took chips,20
$0.92+$0.08,3018889195,1,219024959652,2020-10-03,11:35:42,3,1,3,2,fa538846,520,BB,folds,x,x,x,False,8c Jh,0,0,0,,80,80,80,80,0,20,20,0,0,0,gave up,-20
$0.92+$0.08,3018889195,1,219024959652,2020-10-03,11:35:42,3,1,3,3,a5418e0b,500,BTN,folds,x,x,x,False,--,0,0,0,,80,80,80,80,0,0,0,0,0,0,gave up,0
$0.92+$0.08,3018889195,1,219024964201,2020-10-03,11:35:53,3,1,3,1,8e25594b,500,BTN,raises,bets,bets,checks-mucks,False,Ac 5h,Jc 3s 8c,2h,Ks,,90,158,278,278,0,0,40,34,60,0,lost,-134
$0.92+$0.08,3018889195,1,219024964201,2020-10-03,11:35:53,3,1,3,2,fa538846,500,SB,folds,x,x,x,False,Kd 8s,Jc 3s 8c,2h,Ks,,90,158,278,278,0,10,10,0,0,0,gave up,-10
$0.92+$0.08,3018889195,1,219024964201,2020-10-03,11:35:53,3,1,3,3,a5418e0b,500,BB,calls,checks-calls,checks-calls,checks-shows,False,8d As,Jc 3s 8c,2h,Ks,a pair of Eights,90,158,278,278,0,20,40,34,60,0,won,144
$0.92+$0.08,3018889195,1,219024979431,2020-10-03,11:36:29,3,1,3,1,8e25594b,366,BB,raises-doesn't,x,x,x,False,--,0,0,0,,80,80,80,80,0,20,60,0,0,0,took chips,20
$0.92+$0.08,3018889195,1,219024979431,2020-10-03,11:36:29,3,1,3,2,fa538846,490,BTN,folds,x,x,x,False,4d 9c,0,0,0,,80,80,80,80,0,0,0,0,0,0,gave up,0
$0.92+$0.08,3018889195,1,219024979431,2020-10-03,11:36:29,3,1,3,3,a5418e0b,644,SB,calls-folds,x,x,x,False,--,0,0,0,,80,80,80,80,0,10,20,0,0,0,gave up,-20
$0.92+$0.08,3018889195,1,219024984983,2020-10-03,11:36:42,3,1,3,1,8e25594b,386,SB,folds,x,x,x,False,--,0,0,0,,30,30,30,30,0,10,10,0,0,0,gave up,-10
$0.92+$0.08,3018889195,1,219024984983,2020-10-03,11:36:42,3,1,3,2,fa538846,490,BB,doesn't,x,x,x,False,Td 3d,0,0,0,,30,30,30,30,0,20,20,0,0,0,took chips,10
$0.92+$0.08,3018889195,1,219024984983,2020-10-03,11:36:42,3,1,3,3,a5418e0b,624,BTN,folds,x,x,x,False,--,0,0,0,,30,30,30,30,0,0,0,0,0,0,gave up,0
$0.92+$0.08,3018889195,1,219024988082,2020-10-03,11:36:49,3,1,3,1,8e25594b,376,BTN,folds,x,x,x,False,--,0,0,0,,30,30,30,30,0,0,0,0,0,0,gave up,0
$0.92+$0.08,3018889195,1,219024988082,2020-10-03,11:36:49,3,1,3,2,fa538846,500,SB,folds,x,x,x,False,Qs 3h,0,0,0,,30,30,30,30,0,10,10,0,0,0,gave up,-10
$0.92+$0.08,3018889195,1,219024988082,2020-10-03,11:36:49,3,1,3,3,a5418e0b,624,BB,doesn't,x,x,x,False,--,0,0,0,,30,30,30,30,0,20,20,0,0,0,took chips,10
$0.92+$0.08,3018889195,1,219024994607,2020-10-03,11:37:04,3,1,3,1,8e25594b,376,BB,checks,bets,bets,checks-shows,False,Jc 5s,7s 5h 2c,3c,4c,a pair of Fives,40,100,206,206,0,20,20,30,53,0,won,103
$0.92+$0.08,3018889195,1,219024994607,2020-10-03,11:37:04,3,1,3,2,fa538846,490,BTN,folds,x,x,x,False,4s Qh,7s 5h 2c,3c,4c,,40,100,206,206,0,0,0,0,0,0,gave up,0
$0.92+$0.08,3018889195,1,219024994607,2020-10-03,11:37:04,3,1,3,3,a5418e0b,634,SB,calls,checks-calls,checks-calls,checks-shows,False,8c 9d,7s 5h 2c,3c,4c,high card Nine,40,100,206,206,0,10,20,30,53,0,lost,-103
$0.92+$0.08,3018889195,1,219025010583,2020-10-03,11:37:41,3,2,3,1,8e25594b,479,SB,folds,x,x,x,False,--,0,0,0,,45,45,45,45,0,15,15,0,0,0,gave up,-15
$0.92+$0.08,3018889195,1,219025010583,2020-10-03,11:37:41,3,2,3,2,fa538846,490,BB,doesn't,x,x,x,False,9c 2s,0,0,0,,45,45,45,45,0,30,30,0,0,0,took chips,15
$0.92+$0.08,3018889195,1,219025010583,2020-10-03,11:37:41,3,2,3,3,a5418e0b,531,BTN,folds,x,x,x,False,--,0,0,0,,45,45,45,45,0,0,0,0,0,0,gave up,0
$0.92+$0.08,3018889195,1,219025013406,2020-10-03,11:37:48,3,2,3,1,8e25594b,464,BTN,folds,x,x,x,False,--,0,0,0,,45,45,45,45,0,0,0,0,0,0,gave up,0
$0.92+$0.08,3018889195,1,219025013406,2020-10-03,11:37:48,3,2,3,2,fa538846,505,SB,folds,x,x,x,False,3c Ts,0,0,0,,45,45,45,45,0,15,15,0,0,0,gave up,-15
$0.92+$0.08,3018889195,1,219025013406,2020-10-03,11:37:48,3,2,3,3,a5418e0b,531,BB,doesn't,x,x,x,False,--,0,0,0,,45,45,45,45,0,30,30,0,0,0,took chips,15
$0.92+$0.08,3018889195,1,219025015873,2020-10-03,11:37:54,3,2,3,1,8e25594b,464,BB,checks,checks,checks-folds,x,False,--,Tc Qh 6d,2h,0,,90,90,120,120,0,30,30,0,0,0,gave up,-30
$0.92+$0.08,3018889195,1,219025015873,2020-10-03,11:37:54,3,2,3,2,fa538846,490,BTN,calls,checks,bets-doesn't,x,False,3h 3c,Tc Qh 6d,2h,0,,90,90,120,120,0,0,30,0,30,0,took chips,60
$0.92+$0.08,3018889195,1,219025015873,2020-10-03,11:37:54,3,2,3,3,a5418e0b,546,SB,calls,checks,checks-folds,x,False,--,Tc Qh 6d,2h,0,,90,90,120,120,0,15,30,0,0,0,gave up,-30
$0.92+$0.08,3018889195,1,219025028381,2020-10-03,11:38:22,3,2,3,1,8e25594b,434,SB,folds,x,x,x,False,--,7s 2d Kd,4d,6h,,1047,1047,1047,1047,0,15,15,0,0,0,gave up,-15
$0.92+$0.08,3018889195,1,219025028381,2020-10-03,11:38:22,3,2,3,2,fa538846,550,BB,raises-calls,x,x,shows,False,Qd Qh,7s 2d Kd,4d,6h,a pair of Queens,1047,1047,1047,1047,0,30,516,0,0,0,lost,-516
$0.92+$0.08,3018889195,1,219025028381,2020-10-03,11:38:22,3,2,3,3,a5418e0b,516,BTN,raises-raises,x,x,shows,True,Ad Kc,7s 2d Kd,4d,6h,a pair of Kings,1047,1047,1047,1047,0,0,516,0,0,0,won,531
$0.92+$0.08,3018889195,1,219025037704,2020-10-03,11:38:44,3,2,3,1,8e25594b,419,BTN,folds,x,x,x,False,--,8d Qh 5c,5h,8s,,68,68,68,68,0,0,0,0,0,0,gave up,0
$0.92+$0.08,3018889195,1,219025037704,2020-10-03,11:38:44,3,2,3,2,fa538846,34,SB,raises,x,x,shows,True,6c Qs,8d Qh 5c,5h,8s,"two pair, Queens and Eights",68,68,68,68,0,15,34,0,0,0,lost,-34
$0.92+$0.08,3018889195,1,219025037704,2020-10-03,11:38:44,3,2,3,3,a5418e0b,1047,BB,calls,x,x,shows,False,8h 4h,8d Qh 5c,5h,8s,"a full house, Eights full of Fives",68,68,68,68,0,30,34,0,0,0,won,34
$0.92+$0.08,3018891713,1,219025066083,2020-10-03,11:39:29,3,1,3,1,b5f38023,500,BTN,calls-raises,x,x,shows,True,Tc Td,8h 7d 3c,7h,8s,"two pair, Tens and Eights",1040,1040,1040,1040,0,0,500,0,0,0,won,540
$0.92+$0.08,3018891713,1,219025066083,2020-10-03,11:39:29,3,1,3,2,3dbdcdc2,500,SB,calls-calls,x,x,shows,True,Qd Jc,8h 7d 3c,7h,8s,"two pair, Eights and Sevens",1040,1040,1040,1040,0,10,500,0,0,0,lost,-500
$0.92+$0.08,3018891713,1,219025066083,2020-10-03,11:39:29,3,1,3,3,fa538846,500,BB,raises-folds,x,x,x,False,Js Ac,8h 7d 3c,7h,8s,,1040,1040,1040,1040,0,20,40,0,0,0,gave up,-40
$0.92+$0.08,3018891713,1,219025077643,2020-10-03,11:39:56,3,1,2,1,b5f38023,1040,BB,checks,checks-folds,x,x,False,--,7d 4c 4h,0,0,,40,60,60,60,0,20,20,0,0,0,gave up,-20
$0.92+$0.08,3018891713,1,219025077643,2020-10-03,11:39:56,3,1,2,3,fa538846,460,SB,calls,bets-doesn't,x,x,False,5d 9s,7d 4c 4h,0,0,,40,60,60,60,0,10,20,20,0,0,took chips,20
$0.92+$0.08,3018891713,1,219025082864,2020-10-03,11:40:08,3,1,2,1,b5f38023,1020,SB,calls,bets,x,x,False,--,Js 6s 2h,0,0,,40,60,60,60,0,10,20,20,0,0,took chips,20
$0.92+$0.08,3018891713,1,219025082864,2020-10-03,11:40:08,3,1,2,3,fa538846,480,BB,checks,checks-folds,x,x,False,5s 8c,Js 6s 2h,0,0,,40,60,60,60,0,20,20,0,0,0,gave up,-20
$0.92+$0.08,3018891713,1,219025087666,2020-10-03,11:40:19,3,1,2,1,b5f38023,1040,BB,checks,checks-calls,checks,checks-calls-shows,False,4c 8h,6d 4h 3s,Kc,Ac,a pair of Fours,40,94,94,220,0,20,20,27,0,63,won,110
$0.92+$0.08,3018891713,1,219025087666,2020-10-03,11:40:19,3,1,2,3,fa538846,460,SB,calls,bets,checks,bets-shows,False,5s 9s,6d 4h 3s,Kc,Ac,high card Ace,40,94,94,220,0,10,20,27,0,63,lost,-110
$0.92+$0.08,3018891713,1,219025097883,2020-10-03,11:40:43,3,1,2,1,b5f38023,1150,SB,calls,raises-raises,x,shows,True,Qd 9h,6s Qh 6c,Ts,Jd,"two pair, Queens and Sixes",40,1500,1500,1500,0,10,20,1130,0,0,lost,-350
$0.92+$0.08,3018891713,1,219025097883,2020-10-03,11:40:43,3,1,2,3,fa538846,350,BB,checks,bets-raises-calls,x,shows,True,4d 6h,6s Qh 6c,Ts,Jd,"three of a kind, Sixes",40,1500,1500,1500,0,20,20,330,0,0,won,350
$0.92+$0.08,3018891713,1,219025106119,2020-10-03,11:41:02,3,1,2,1,b5f38023,800,BB,checks,checks-raises,x,x,False,--,2d 8d 6c,0,0,,40,160,160,160,0,20,20,100,0,0,took chips,40
$0.92+$0.08,3018891713,1,219025106119,2020-10-03,11:41:02,3,1,2,3,fa538846,700,SB,calls,bets-folds,x,x,False,9h 2s,2d 8d 6c,0,0,,40,160,160,160,0,10,20,20,0,0,gave up,-40
$0.92+$0.08,3018891713,1,219025113002,2020-10-03,11:41:19,3,1,2,1,b5f38023,840,SB,calls-calls,calls,checks,checks-shows,False,9c 7h,Jh Ah 8c,9h,2s,a pair of Nines,80,160,160,160,0,10,40,40,0,0,won,80
$0.92+$0.08,3018891713,1,219025113002,2020-10-03,11:41:19,3,1,2,3,fa538846,660,BB,raises,bets,checks,checks-shows,False,5s 3s,Jh Ah 8c,9h,2s,high card Ace,80,160,160,160,0,20,40,40,0,0,lost,-80
$0.92+$0.08,3018891713,1,219025123460,2020-10-03,11:41:43,3,2,2,1,b5f38023,920,BB,checks,checks,bets,bets-shows,False,4d Ah,4c 8s 9h,8h,3d,"two pair, Eights and Fours",60,60,120,180,0,30,30,0,30,30,won,90
$0.92+$0.08,3018891713,1,219025123460,2020-10-03,11:41:43,3,2,2,3,fa538846,580,SB,calls,checks,calls,calls-mucks,False,Kh 2c,4c 8s 9h,8h,3d,,60,60,120,180,0,15,30,0,30,30,lost,-90
$0.92+$0.08,3018891713,1,219025131026,2020-10-03,11:42:01,3,2,2,1,b5f38023,1010,SB,calls,checks,bets,x,False,--,Js Qs 2c,3s,0,,60,60,120,120,0,15,30,0,60,0,took chips,30
$0.92+$0.08,3018891713,1,219025131026,2020-10-03,11:42:01,3,2,2,3,fa538846,490,BB,checks,checks,checks-folds,x,False,5c 7s,Js Qs 2c,3s,0,,60,60,120,120,0,30,30,0,0,0,gave up,-30
$0.92+$0.08,3018891713,1,219025137162,2020-10-03,11:42:15,3,2,2,1,b5f38023,1040,BB,checks,checks-folds,x,x,False,--,Td 2d 5s,0,0,,60,90,90,90,0,30,30,0,0,0,gave up,-30
$0.92+$0.08,3018891713,1,219025137162,2020-10-03,11:42:15,3,2,2,3,fa538846,460,SB,calls,bets-doesn't,x,x,False,Tc 5c,Td 2d 5s,0,0,,60,90,90,90,0,15,30,30,0,0,took chips,30
$0.92+$0.08,3018891713,1,219025142421,2020-10-03,11:42:27,3,2,2,1,b5f38023,1010,SB,calls-calls,raises,x,x,False,--,2h Qh 2d,0,0,,120,380,380,380,0,15,60,180,0,0,took chips,140
$0.92+$0.08,3018891713,1,219025142421,2020-10-03,11:42:27,3,2,2,3,fa538846,490,BB,raises,bets-folds,x,x,False,3d 5s,2h Qh 2d,0,0,,120,380,380,380,0,30,60,80,0,0,gave up,-140
$0.92+$0.08,3018891713,1,219025150707,2020-10-03,11:42:46,3,2,2,1,b5f38023,1150,BB,x,x,x,x,False,--,0,0,0,,45,45,45,45,0,30,30,0,0,0,took chips,15
$0.92+$0.08,3018891713,1,219025150707,2020-10-03,11:42:46,3,2,2,3,fa538846,350,SB,folds,x,x,x,False,2s 7c,0,0,0,,45,45,45,45,0,15,15,0,0,0,gave up,-15
$0.92+$0.08,3018891713,1,219025152641,2020-10-03,11:42:51,3,2,2,1,b5f38023,1165,SB,calls,checks,checks,bets,False,--,3s 8d 5d,Jc,7d,,60,60,60,90,0,15,30,0,0,30,took chips,30
$0.92+$0.08,3018891713,1,219025152641,2020-10-03,11:42:51,3,2,2,3,fa538846,335,BB,checks,checks,checks,checks-folds,False,2c 9c,3s 8d 5d,Jc,7d,,60,60,60,90,0,30,30,0,0,0,gave up,-30
$0.92+$0.08,3018891713,1,219025159211,2020-10-03,11:43:06,3,2,2,1,b5f38023,1195,BB,checks,checks-calls,checks-calls,checks-shows,False,7h Td,9d 7s 4d,Ah,6s,a pair of Sevens,60,120,240,240,0,30,30,30,60,0,won,120
$0.92+$0.08,3018891713,1,219025159211,2020-10-03,11:43:06,3,2,2,3,fa538846,305,SB,calls,bets,bets,checks-mucks,False,Js 4s,9d 7s 4d,Ah,6s,,60,120,240,240,0,15,30,30,60,0,lost,-120
$0.92+$0.08,3018891713,1,219025167201,2020-10-03,11:43:25,3,2,2,1,b5f38023,1315,SB,calls,bets,x,x,False,--,Ts 8h 7d,0,0,,60,120,120,120,0,15,30,60,0,0,took chips,30
$0.92+$0.08,3018891713,1,219025167201,2020-10-03,11:43:25,3,2,2,3,fa538846,185,BB,checks,checks-folds,x,x,False,3s Jd,Ts 8h 7d,0,0,,60,120,120,120,0,30,30,0,0,0,gave up,-30
$0.92+$0.08,3018891713,1,219025174061,2020-10-03,11:43:41,3,3,2,1,b5f38023,1345,BB,calls,checks-folds,x,x,False,--,Ac 8h 3c,0,0,,160,235,235,235,0,40,80,0,0,0,gave up,-80
$0.92+$0.08,3018891713,1,219025174061,2020-10-03,11:43:41,3,3,2,3,fa538846,155,SB,raises,bets-doesn't,x,x,True,Kc Jd,Ac 8h 3c,0,0,,160,235,235,235,0,20,80,75,0,0,took chips,80
$0.92+$0.08,3018891713,1,219025179983,2020-10-03,11:43:55,3,3,2,1,b5f38023,1265,SB,raises,x,x,x,False,--,0,0,0,,160,160,160,160,0,20,120,0,0,0,took chips,40
$0.92+$0.08,3018891713,1,219025179983,2020-10-03,11:43:55,3,3,2,3,fa538846,235,BB,folds,x,x,x,False,2c Th,0,0,0,,160,160,160,160,0,40,40,0,0,0,gave up,-40
$0.92+$0.08,3018891713,1,219025182442,2020-10-03,11:44:01,3,3,2,1,b5f38023,1305,BB,x,x,x,x,False,--,0,0,0,,60,60,60,60,0,40,40,0,0,0,took chips,20
$0.92+$0.08,3018891713,1,219025182442,2020-10-03,11:44:01,3,3,2,3,fa538846,195,SB,folds,x,x,x,False,5s Th,0,0,0,,60,60,60,60,0,20,20,0,0,0,gave up,-20
$0.92+$0.08,3018891713,1,219025185744,2020-10-03,11:44:09,3,3,2,1,b5f38023,1325,SB,folds,x,x,x,False,--,0,0,0,,60,60,60,60,0,20,20,0,0,0,gave up,-20
$0.92+$0.08,3018891713,1,219025185744,2020-10-03,11:44:09,3,3,2,3,fa538846,175,BB,doesn't,x,x,x,False,2h 3c,0,0,0,,60,60,60,60,0,40,40,0,0,0,took chips,20
$0.92+$0.08,3018891713,1,219025187441,2020-10-03,11:44:13,3,3,2,1,b5f38023,1305,BB,folds,x,x,x,False,--,0,0,0,,120,120,120,120,0,40,40,0,0,0,gave up,-40
$0.92+$0.08,3018891713,1,219025187441,2020-10-03,11:44:13,3,3,2,3,fa538846,195,SB,raises-doesn't,x,x,x,False,Ac Qc,0,0,0,,120,120,120,120,0,20,80,0,0,0,took chips,40
$0.92+$0.08,3018891713,1,219025189722,2020-10-03,11:44:18,3,3,2,1,b5f38023,1265,SB,calls-folds,x,x,x,False,--,0,0,0,,275,275,275,275,0,20,40,0,0,0,gave up,-40
$0.92+$0.08,3018891713,1,219025189722,2020-10-03,11:44:18,3,3,2,3,fa538846,235,BB,raises-doesn't,x,x,x,True,7d Qh,0,0,0,,275,275,275,275,0,40,235,0,0,0,took chips,40
$0.92+$0.08,3018891713,1,219025193202,2020-10-03,11:44:26,3,3,2,1,b5f38023,1225,BB,folds,x,x,x,False,--,0,0,0,,315,315,315,315,0,40,40,0,0,0,gave up,-40
$0.92+$0.08,3018891713,1,219025193202,2020-10-03,11:44:26,3,3,2,3,fa538846,275,SB,raises-doesn't,x,x,x,True,Td 9c,0,0,0,,315,315,315,315,0,20,275,0,0,0,took chips,40
$0.92+$0.08,3018891713,1,219025195627,2020-10-03,11:44:32,3,3,2,1,b5f38023,1185,SB,calls,bets,x,x,False,--,3d Qh Qc,0,0,,80,120,120,120,0,20,40,40,0,0,took chips,40
$0.92+$0.08,3018891713,1,219025195627,2020-10-03,11:44:32,3,3,2,3,fa538846,315,BB,checks,checks-folds,x,x,False,4d 2s,3d Qh Qc,0,0,,80,120,120,120,0,40,40,0,0,0,gave up,-40
$0.92+$0.08,3018891713,1,219025200073,2020-10-03,11:44:42,3,3,2,1,b5f38023,1225,BB,folds,x,x,x,False,--,0,0,0,,160,160,160,160,0,40,40,0,0,0,gave up,-40
$0.92+$0.08,3018891713,1,219025200073,2020-10-03,11:44:42,3,3,2,3,fa538846,275,SB,raises-doesn't,x,x,x,False,6d Ah,0,0,0,,160,160,160,160,0,20,120,0,0,0,took chips,40
$0.92+$0.08,3018891713,1,219025203449,2020-10-03,11:44:50,3,3,2,1,b5f38023,1185,SB,calls-folds,x,x,x,False,--,0,0,0,,355,355,355,355,0,20,40,0,0,0,gave up,-40
$0.92+$0.08,3018891713,1,219025203449,2020-10-03,11:44:50,3,3,2,3,fa538846,315,BB,raises-doesn't,x,x,x,True,7d 7c,0,0,0,,355,355,355,355,0,40,315,0,0,0,took chips,40
$0.92+$0.08,3018891713,1,219025206456,2020-10-03,11:44:57,3,3,2,1,b5f38023,1145,BB,x,x,x,x,False,--,0,0,0,,60,60,60,60,0,40,40,0,0,0,took chips,20
$0.92+$0.08,3018891713,1,219025206456,2020-10-03,11:44:57,3,3,2,3,fa538846,355,SB,folds,x,x,x,False,9s 4d,0,0,0,,60,60,60,60,0,20,20,0,0,0,gave up,-20
$0.92+$0.08,3018891713,1,219025208347,2020-10-03,11:45:02,3,3,2,1,b5f38023,1165,SB,folds,x,x,x,False,--,0,0,0,,60,60,60,60,0,20,20,0,0,0,gave up,-20
$0.92+$0.08,3018891713,1,219025208347,2020-10-03,11:45:02,3,3,2,3,fa538846,335,BB,doesn't,x,x,x,False,3c Kd,0,0,0,,60,60,60,60,0,40,40,0,0,0,took chips,20
$0.92+$0.08,3018891713,1,219025210008,2020-10-03,11:45:06,3,3,2,1,b5f38023,1145,BB,x,x,x,x,False,--,0,0,0,,60,60,60,60,0,40,40,0,0,0,took chips,20
$0.92+$0.08,3018891713,1,219025210008,2020-10-03,11:45:06,3,3,2,3,fa538846,355,SB,folds,x,x,x,False,8c 3d,0,0,0,,60,60,60,60,0,20,20,0,0,0,gave up,-20
$0.92+$0.08,3018891713,1,219025211681,2020-10-03,11:45:10,3,3,2,1,b5f38023,1165,SB,folds,x,x,x,False,--,0,0,0,,60,60,60,60,0,20,20,0,0,0,gave up,-20
$0.92+$0.08,3018891713,1,219025211681,2020-10-03,11:45:10,3,3,2,3,fa538846,335,BB,doesn't,x,x,x,False,Kh Ac,0,0,0,,60,60,60,60,0,40,40,0,0,0,took chips,20
$0.92+$0.08,3018891713,1,219025213341,2020-10-03,11:45:14,3,3,2,1,b5f38023,1145,BB,calls,checks-folds,x,x,False,--,Ah Kc 4h,0,0,,240,400,400,400,0,40,120,0,0,0,gave up,-120
$0.92+$0.08,3018891713,1,219025213341,2020-10-03,11:45:14,3,3,2,3,fa538846,355,SB,raises,bets-doesn't,x,x,False,Qh Ac,Ah Kc 4h,0,0,,240,400,400,400,0,20,120,160,0,0,took chips,120
$0.92+$0.08,3018891713,1,219025218447,2020-10-03,11:45:26,3,3,2,1,b5f38023,1025,SB,raises,checks,bets-calls,shows,False,Kd 5s,6c 8d Qs,5h,6h,"two pair, Sixes and Fives",160,160,950,950,0,20,80,0,395,0,won,475
$0.92+$0.08,3018891713,1,219025218447,2020-10-03,11:45:26,3,3,2,3,fa538846,475,BB,calls,checks,checks-raises,shows,True,2s 3h,6c 8d Qs,5h,6h,a pair of Sixes,160,160,950,950,0,40,80,0,395,0,lost,-475
$0.92+$0.08,3018895773,1,219025237780,2020-10-03,11:46:12,3,1,3,1,9d2bcc02,500,BTN,raises-doesn't,x,x,x,False,--,0,0,0,,70,70,70,70,0,0,40,0,0,0,took chips,30
